2017-08-24 16:55:31.900,False
2017-08-24 16:56:22.300,False
2017-08-24 16:57:12.700,True
2017-08-24 16:58:03.100,True
2017-08-24 16:58:53.500,True
2017-08-24 16:59:43.900,True
2017-08-24 17:00:34.300,True
2017-08-24 17:01:24.700,False
2017-08-24 17:02:15.100,False
2017-08-24 17:03:05.500,False
2017-08-24 17:03:55.900,False
2017-08-24 17:04:46.300,False
2017-08-24 17:05:36.700,True
2017-08-24 17:06:27.100,True
2017-08-24 17:07:17.500,True
2017-08-24 17:08:07.900,True
2017-08-24 17:08:58.300,True
2017-08-24 17:09:48.700,False
2017-08-24 17:10:39.100,False
2017-08-24 17:11:29.500,False
2017-08-24 17:12:19.900,False
2017-08-24 17:13:10.300,False
2017-08-24 17:14:00.700,True
2017-08-24 17:14:51.100,True
2017-08-24 17:15:41.500,True
2017-08-24 17:16:31.900,True
2017-08-24 17:17:22.300,True
2017-08-24 17:18:12.700,False
2017-08-24 17:19:03.100,False
2017-08-24 17:19:53.500,False
2017-08-24 17:20:43.900,False
2017-08-24 17:21:34.300,False
2017-08-24 17:22:24.700,True
2017-08-24 17:34:48.700,False
2017-08-24 17:35:39.100,False
2017-08-24 17:36:29.500,True
2017-08-24 17:37:19.900,True
2017-08-24 17:38:10.300,True
2017-08-24 17:39:00.700,True
2017-08-24 17:39:51.100,True
2017-08-24 17:40:41.500,False
2017-08-24 17:41:31.900,False
2017-08-24 17:42:22.300,False
2017-08-24 17:43:12.700,False
2017-08-24 17:44:03.100,False
2017-08-24 17:44:53.500,True
2017-08-24 17:45:43.900,True
2017-08-24 17:46:34.300,True
2017-08-24 17:47:24.700,True
2017-08-24 17:48:15.100,True
2017-08-24 17:49:05.500,False
2017-08-24 17:49:55.900,False
2017-08-24 17:50:46.300,False
2017-08-24 17:51:36.700,False
2017-08-24 17:52:27.100,False
2017-08-24 17:53:17.500,False
2017-08-24 17:54:07.900,True
2017-08-24 17:54:58.300,True
2017-08-24 17:55:48.700,True
2017-08-24 17:56:39.100,True
2017-08-24 17:57:29.500,False
2017-08-24 17:58:19.900,False
2017-08-24 17:59:10.300,False
2017-08-24 18:00:00.700,False
2017-08-24 18:00:51.100,False
2017-08-24 18:01:41.500,True
2017-08-24 18:02:31.900,True
2017-08-24 18:03:22.300,True
2017-08-24 18:04:12.700,True
2017-08-24 18:05:03.100,True
2017-08-24 18:05:53.500,False
2017-08-24 18:06:43.900,False
2017-08-24 18:07:34.300,False
2017-08-24 18:08:24.700,False
2017-08-24 18:09:15.100,False
2017-08-24 18:10:05.500,True
2017-08-24 18:10:55.900,True
2017-08-24 18:11:46.300,True
2017-08-24 18:12:36.700,True
2017-08-24 18:13:27.100,True
2017-08-24 18:14:17.500,False
2017-08-24 18:15:07.900,False
2017-08-24 18:15:58.300,False
2017-08-24 18:16:48.700,False
2017-08-24 18:17:39.100,False
2017-08-24 18:18:29.500,True
2017-08-24 18:19:19.900,True
2017-08-24 18:20:10.300,True
2017-08-24 18:21:00.700,True
2017-08-24 18:21:51.100,True
2017-08-24 18:22:41.500,False
2017-08-24 18:23:31.900,False
2017-08-24 18:24:22.300,False
2017-08-24 18:25:12.700,False
2017-08-24 18:26:03.100,False
2017-08-24 18:26:53.500,True
2017-08-24 18:27:43.900,True
2017-08-24 18:28:34.300,True
2017-08-24 18:29:24.700,True
2017-08-24 18:30:15.100,True
2017-08-24 18:31:05.500,False
2017-08-24 18:31:55.900,False
2017-08-24 18:32:46.300,False
2017-08-24 18:33:36.700,False
2017-08-24 18:34:27.100,False
2017-08-24 18:35:17.500,True
2017-08-24 18:36:07.900,True
2017-08-24 18:36:58.300,True
2017-08-24 18:37:48.700,True
2017-08-24 18:38:39.100,False
2017-08-24 18:39:29.500,False
2017-08-24 18:40:18.700,False
2017-08-24 18:41:09.100,False
2017-08-24 18:42:00.700,False
2017-08-24 18:44:36.700,True
2017-08-24 18:45:27.100,True
2017-08-24 18:46:12.700,True
2017-08-24 18:47:01.900,True
2017-08-24 18:47:53.500,True
2017-08-24 18:48:43.900,True
2017-08-24 18:49:34.300,False
2017-08-24 18:50:24.700,False
2017-08-24 18:51:15.100,False
2017-08-24 18:52:05.500,False
2017-08-24 18:53:46.300,True
2017-08-24 18:54:22.300,True
2017-08-24 18:54:58.300,True
2017-08-24 18:55:34.300,True
2017-08-24 18:56:10.300,True
2017-08-24 18:56:46.300,False
2017-08-24 18:57:22.300,False
2017-08-24 18:57:58.300,False
2017-08-24 18:58:34.300,False
2017-08-24 18:59:10.300,False
2017-08-24 18:59:46.300,True
2017-08-24 19:00:22.300,True
2017-08-24 19:00:58.300,True
2017-08-24 19:01:34.300,True
2017-08-24 19:02:10.300,True
2017-08-24 19:02:46.300,False
2017-08-24 19:03:22.300,False
2017-08-24 19:03:58.300,False
2017-08-24 19:04:34.300,False
2017-08-24 19:05:10.300,False
2017-08-24 19:05:46.300,True
2017-08-24 19:06:22.300,True
2017-08-24 19:06:58.300,True
2017-08-24 19:07:34.300,True
2017-08-24 19:08:10.300,True
2017-08-24 19:08:46.300,False
2017-08-24 19:09:22.300,False
2017-08-24 19:09:58.300,False
2017-08-24 19:10:34.300,False
